Filename,PromptID,PromptType,Model,Category,Tags
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Mathematical Functions/Answer0231_RISE_Deepseek.md,231,RISE,Deepseek,Mathematical Functions,"INTLK,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Mathematical Functions/Answer0233_RISE_Deepseek.md,233,RISE,Deepseek,Mathematical Functions,"INTLK,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0260_RISE_Deepseek.md,260,RISE,Deepseek,Programmer Support,"ACT,ALM,INTLK,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0251_RISE_Deepseek.md,251,RISE,Deepseek,Process Control,"ACT,ALM,FIC,INTLK,LOGIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0255_RISE_Deepseek.md,255,RISE,Deepseek,Process Control,"ACT,ALM,INTLK,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0258_RISE_Deepseek.md,258,RISE,Deepseek,Process Control,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0253_RISE_Deepseek.md,253,RISE,Deepseek,Process Control,"ACT,ALM,FIC,INTLK,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0259_RISE_Deepseek.md,259,RISE,Deepseek,Process Control,"FIC,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0252_RISE_Deepseek.md,252,RISE,Deepseek,Process Control,"ACT,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0254_RISE_Deepseek.md,254,RISE,Deepseek,Process Control,"ACT,ALM,FIC,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0256_RISE_Deepseek.md,256,RISE,Deepseek,Process Control,"ACT,ALM,INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0257_RISE_Deepseek.md,257,RISE,Deepseek,Process Control,"ACT,ALM,INTLK,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0293_RISE_Deepseek.md,293,RISE,Deepseek,Various Engineering Inputs,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0297_RISE_Deepseek.md,297,RISE,Deepseek,Various Engineering Inputs,"ACT,ALM,FIC,LOGIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0296_RISE_Deepseek.md,296,RISE,Deepseek,Various Engineering Inputs,"ACT,FIC,TIC"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0300_RISE_Deepseek.md,300,RISE,Deepseek,Unknown,"ACT,FIC,INTLK,LOGIC,RPT,TIC"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0299_RISE_Deepseek.md,299,RISE,Deepseek,Various Engineering Inputs,"ACT,ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0294_RISE_Deepseek.md,294,RISE,Deepseek,Various Engineering Inputs,"RPT,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0298_RISE_Deepseek.md,298,RISE,Deepseek,Various Engineering Inputs,"ACT,FIC,PIC,TIC"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0295_RISE_Deepseek.md,295,RISE,Deepseek,Various Engineering Inputs,"ACT,INTLK,PIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0292_RISE_Deepseek.md,292,RISE,Deepseek,Various Engineering Inputs,
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0291_RISE_Deepseek.md,291,RISE,Deepseek,Various Engineering Inputs,"ACT,PIC,RPT"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Diagnostics and Communication/Answer0213_RISE_Deepseek.md,213,RISE,Deepseek,Diagnostics and Communication,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Diagnostics and Communication/Answer0215_RISE_Deepseek.md,215,RISE,Deepseek,Diagnostics and Communication,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Diagnostics and Communication/Answer0217_RISE_Deepseek.md,217,RISE,Deepseek,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Diagnostics and Communication/Answer0219_RISE_Deepseek.md,219,RISE,Deepseek,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Diagnostics and Communication/Answer0220_RISE_Deepseek.md,220,RISE,Deepseek,Interlocks,"ALM,INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Diagnostics and Communication/Answer0218_RISE_Deepseek.md,218,RISE,Deepseek,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Diagnostics and Communication/Answer0214_RISE_Deepseek.md,214,RISE,Deepseek,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Diagnostics and Communication/Answer0211_RISE_Deepseek.md,211,RISE,Deepseek,Diagnostics and Communication,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Diagnostics and Communication/Answer0212_RISE_Deepseek.md,212,RISE,Deepseek,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/Diagnostics and Communication/Answer0216_RISE_Deepseek.md,216,RISE,Deepseek,Diagnostics and Communication,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/PLC Programing Tasks/Answer0249_RISE_Deepseek.md,249,RISE,Deepseek,PLC Programing Tasks,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/PLC Programing Tasks/Answer0247_RISE_Deepseek.md,247,RISE,Deepseek,PLC Programing Tasks,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/PLC Programing Tasks/Answer0242_RISE_Deepseek.md,242,RISE,Deepseek,PLC Programing Tasks,"ALM,INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/PLC Programing Tasks/Answer0241_RISE_Deepseek.md,241,RISE,Deepseek,PLC Programing Tasks,"ACT,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/PLC Programing Tasks/Answer0246_RISE_Deepseek.md,246,RISE,Deepseek,PLC Programing Tasks,"INTLK,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/PLC Programing Tasks/Answer0243_RISE_Deepseek.md,243,RISE,Deepseek,PLC Programing Tasks,"INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/PLC Programing Tasks/Answer0248_RISE_Deepseek.md,248,RISE,Deepseek,PLC Programing Tasks,"INTLK,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/PLC Programing Tasks/Answer0250_RISE_Deepseek.md,250,RISE,Deepseek,Process Control,"ACT,ALM,INTLK,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/PLC Programing Tasks/Answer0244_RISE_Deepseek.md,244,RISE,Deepseek,PLC Programing Tasks,"ACT,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-I-S-E(Role-Input-Steps-Expectation)/PLC Programing Tasks/Answer0245_RISE_Deepseek.md,245,RISE,Deepseek,PLC Programing Tasks,"INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Standard Algorithms/Answer0981_TAG_GPT.md,981,TAG,GPT,Standard Algorithms,"INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Standard Algorithms/Answer0988_TAG_GPT.md,988,TAG,GPT,Standard Algorithms,"INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Standard Algorithms/Answer0982_TAG_GPT.md,982,TAG,GPT,Standard Algorithms,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Standard Algorithms/Answer0986_TAG_GPT.md,986,TAG,GPT,Standard Algorithms,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Standard Algorithms/Answer0983_TAG_GPT.md,983,TAG,GPT,Standard Algorithms,"ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Standard Algorithms/Answer0990_TAG_GPT.md,990,TAG,GPT,Various Engineering Inputs,"INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Standard Algorithms/Answer0987_TAG_GPT.md,987,TAG,GPT,Standard Algorithms,"INTLK,PIC,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Standard Algorithms/Answer0985_TAG_GPT.md,985,TAG,GPT,Standard Algorithms,"ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Standard Algorithms/Answer0989_TAG_GPT.md,989,TAG,GPT,Standard Algorithms,"INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Standard Algorithms/Answer0984_TAG_GPT.md,984,TAG,GPT,Standard Algorithms,"INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Sequential Control/Answer0980_TAG_GPT.md,980,TAG,GPT,Standard Algorithms,"ALM,FIC,INTLK,RPT,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Sequential Control/Answer0976_TAG_GPT.md,976,TAG,GPT,Sequential Control,"SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Sequential Control/Answer0974_TAG_GPT.md,974,TAG,GPT,Sequential Control,"PIC,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Sequential Control/Answer0972_TAG_GPT.md,972,TAG,GPT,Sequential Control,"PIC,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Sequential Control/Answer0979_TAG_GPT.md,979,TAG,GPT,Sequential Control,"ACT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Sequential Control/Answer0977_TAG_GPT.md,977,TAG,GPT,Sequential Control,SEQ
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Sequential Control/Answer0978_TAG_GPT.md,978,TAG,GPT,Sequential Control,"LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Sequential Control/Answer0975_TAG_GPT.md,975,TAG,GPT,Sequential Control,"ACT,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Sequential Control/Answer0971_TAG_GPT.md,971,TAG,GPT,Sequential Control,"INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Sequential Control/Answer0973_TAG_GPT.md,973,TAG,GPT,Sequential Control,"ACT,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Advanced Process Control/Answer0905_TAG_GPT.md,905,TAG,GPT,Advanced Process Control,"ACT,ALM,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Advanced Process Control/Answer0902_TAG_GPT.md,902,TAG,GPT,Advanced Process Control,
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Advanced Process Control/Answer0908_TAG_GPT.md,908,TAG,GPT,Advanced Process Control,PIC
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Advanced Process Control/Answer0909_TAG_GPT.md,909,TAG,GPT,Advanced Process Control,"SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Advanced Process Control/Answer0907_TAG_GPT.md,907,TAG,GPT,Advanced Process Control,"LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Advanced Process Control/Answer0904_TAG_GPT.md,904,TAG,GPT,Advanced Process Control,"ALM,LOGIC,RPT"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Advanced Process Control/Answer0910_TAG_GPT.md,910,TAG,GPT,Diagnostics and Communication,"ALM,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Advanced Process Control/Answer0901_TAG_GPT.md,901,TAG,GPT,Advanced Process Control,"ALM,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Advanced Process Control/Answer0903_TAG_GPT.md,903,TAG,GPT,Advanced Process Control,"ALM,LOGIC,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Advanced Process Control/Answer0906_TAG_GPT.md,906,TAG,GPT,Advanced Process Control,"ALM,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Interlocks/Answer0925_TAG_GPT.md,925,TAG,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Interlocks/Answer0923_TAG_GPT.md,923,TAG,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Interlocks/Answer0929_TAG_GPT.md,929,TAG,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Interlocks/Answer0926_TAG_GPT.md,926,TAG,GPT,Interlocks,"ACT,INTLK,LOGIC,PIC,RPT,SEN,TIC"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Interlocks/Answer0924_TAG_GPT.md,924,TAG,GPT,Interlocks,"ACT,ALM,INTLK"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Interlocks/Answer0921_TAG_GPT.md,921,TAG,GPT,Interlocks,"ACT,INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Interlocks/Answer0930_TAG_GPT.md,930,TAG,GPT,Mathematical Functions,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Interlocks/Answer0928_TAG_GPT.md,928,TAG,GPT,Interlocks,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Interlocks/Answer0922_TAG_GPT.md,922,TAG,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Interlocks/Answer0927_TAG_GPT.md,927,TAG,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Programmer Support/Answer0961_TAG_GPT.md,961,TAG,GPT,Programmer Support,"LOGIC,RPT"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Programmer Support/Answer0966_TAG_GPT.md,966,TAG,GPT,Programmer Support,"ACT,INTLK,LOGIC,RPT"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Programmer Support/Answer0970_TAG_GPT.md,970,TAG,GPT,Sequential Control,"ALM,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Programmer Support/Answer0962_TAG_GPT.md,962,TAG,GPT,Programmer Support,"ACT,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Programmer Support/Answer0964_TAG_GPT.md,964,TAG,GPT,Programmer Support,"LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Programmer Support/Answer0967_TAG_GPT.md,967,TAG,GPT,Programmer Support,"ACT,ALM,FIC,PIC"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Programmer Support/Answer0968_TAG_GPT.md,968,TAG,GPT,Programmer Support,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Programmer Support/Answer0965_TAG_GPT.md,965,TAG,GPT,Programmer Support,"ACT,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Programmer Support/Answer0963_TAG_GPT.md,963,TAG,GPT,Programmer Support,"INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Programmer Support/Answer0969_TAG_GPT.md,969,TAG,GPT,Programmer Support,"ACT,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Mathematical Functions/Answer0933_TAG_GPT.md,933,TAG,GPT,Mathematical Functions,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Mathematical Functions/Answer0940_TAG_GPT.md,940,TAG,GPT,PLC Programing Tasks,"ALM,INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Mathematical Functions/Answer0935_TAG_GPT.md,935,TAG,GPT,Mathematical Functions,"INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Mathematical Functions/Answer0936_TAG_GPT.md,936,TAG,GPT,Mathematical Functions,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Mathematical Functions/Answer0937_TAG_GPT.md,937,TAG,GPT,Mathematical Functions,"INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Mathematical Functions/Answer0931_TAG_GPT.md,931,TAG,GPT,Mathematical Functions,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Mathematical Functions/Answer0932_TAG_GPT.md,932,TAG,GPT,Mathematical Functions,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Mathematical Functions/Answer0939_TAG_GPT.md,939,TAG,GPT,Mathematical Functions,"INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Mathematical Functions/Answer0938_TAG_GPT.md,938,TAG,GPT,Mathematical Functions,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Mathematical Functions/Answer0934_TAG_GPT.md,934,TAG,GPT,Mathematical Functions,"INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Process Control/Answer0952_TAG_GPT.md,952,TAG,GPT,Process Control,"ACT,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Process Control/Answer0953_TAG_GPT.md,953,TAG,GPT,Process Control,"ACT,ALM,LOGIC,RPT"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Process Control/Answer0958_TAG_GPT.md,958,TAG,GPT,Process Control,"ACT,ALM,FIC,PIC"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Process Control/Answer0955_TAG_GPT.md,955,TAG,GPT,Process Control,"ALM,FIC,LOGIC,RPT,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Process Control/Answer0959_TAG_GPT.md,959,TAG,GPT,Process Control,"ACT,ALM,FIC,RPT,TIC"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Process Control/Answer0951_TAG_GPT.md,951,TAG,GPT,Process Control,"ACT,ALM,PIC,RPT"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Process Control/Answer0956_TAG_GPT.md,956,TAG,GPT,Process Control,"ACT,FIC,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Process Control/Answer0957_TAG_GPT.md,957,TAG,GPT,Process Control,"ACT,ALM,LOGIC,RPT,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Process Control/Answer0960_TAG_GPT.md,960,TAG,GPT,Programmer Support,"ACT,ALM,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Process Control/Answer0954_TAG_GPT.md,954,TAG,GPT,Process Control,"ACT,ALM,FIC,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Various Engineering Inputs/Answer0996_TAG_GPT.md,996,TAG,GPT,Various Engineering Inputs,"ACT,ALM,FIC,INTLK,PIC,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Various Engineering Inputs/Answer0991_TAG_GPT.md,991,TAG,GPT,Various Engineering Inputs,"ACT,ALM,PIC,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Various Engineering Inputs/Answer1000_TAG_GPT.md,1000,TAG,GPT,Unknown,"ACT,ALM,INTLK,LOGIC,RPT,SEN,TIC"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Various Engineering Inputs/Answer0999_TAG_GPT.md,999,TAG,GPT,Various Engineering Inputs,SEQ
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Various Engineering Inputs/Answer0997_TAG_GPT.md,997,TAG,GPT,Various Engineering Inputs,"ACT,ALM,FIC,PIC,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Various Engineering Inputs/Answer0994_TAG_GPT.md,994,TAG,GPT,Various Engineering Inputs,"INTLK,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Various Engineering Inputs/Answer0998_TAG_GPT.md,998,TAG,GPT,Various Engineering Inputs,"ACT,ALM,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Various Engineering Inputs/Answer0995_TAG_GPT.md,995,TAG,GPT,Various Engineering Inputs,"ACT,ALM,FIC,INTLK,LOGIC,RPT,SEQ,TIC"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Various Engineering Inputs/Answer0993_TAG_GPT.md,993,TAG,GPT,Various Engineering Inputs,"ACT,ALM,FIC,INTLK,TIC"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Various Engineering Inputs/Answer0992_TAG_GPT.md,992,TAG,GPT,Various Engineering Inputs,"ACT,ALM,FIC,INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Diagnostics and Communication/Answer0915_TAG_GPT.md,915,TAG,GPT,Diagnostics and Communication,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Diagnostics and Communication/Answer0919_TAG_GPT.md,919,TAG,GPT,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Diagnostics and Communication/Answer0917_TAG_GPT.md,917,TAG,GPT,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Diagnostics and Communication/Answer0920_TAG_GPT.md,920,TAG,GPT,Interlocks,"INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Diagnostics and Communication/Answer0911_TAG_GPT.md,911,TAG,GPT,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Diagnostics and Communication/Answer0918_TAG_GPT.md,918,TAG,GPT,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Diagnostics and Communication/Answer0916_TAG_GPT.md,916,TAG,GPT,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Diagnostics and Communication/Answer0914_TAG_GPT.md,914,TAG,GPT,Diagnostics and Communication,"ALM,SEN"
../Industrial-Control/Models/GPT/T-A-G(Task-Action-Goal)/Diagnostics and Communication/Answer0913_TAG_GPT.md,913,TAG,GPT,Diagnostics and Communication,"ALM,INTLK,SEN"
